"","age","maritl","race","education","jobclass","wage"
"14460",38,"2. Married","1. White","2. HS Grad","1. Industrial",87.8535469003831
"233287",43,"2. Married","1. White","5. Advanced Degree","2. Information",184.167135799587
"452861",43,"1. Never Married","2. Black","2. HS Grad","1. Industrial",109.833985642199
"88065",30,"2. Married","1. White","3. Some College","2. Information",95.2307125669819
"302313",60,"2. Married","3. Asian","4. College Grad","1. Industrial",118.884359339886
"82600",45,"2. Married","1. White","5. Advanced Degree","1. Industrial",130.982177377461
"380306",47,"2. Married","1. White","4. College Grad","2. Information",134.705375118879
"13488",47,"2. Married","1. White","1. < HS Grad","1. Industrial",87.9810327856054
"153493",59,"4. Divorced","1. White","3. Some College","2. Information",67.3689820806645
"227880",36,"2. Married","1. White","3. Some College","2. Information",83.3213415447885
"81976",40,"2. Married","3. Asian","1. < HS Grad","2. Information",105.927810775063
"155452",42,"2. Married","1. White","2. HS Grad","2. Information",85.3839403789827
"450962",29,"1. Never Married","1. White","5. Advanced Degree","2. Information",73.7757432746946
"11853",38,"2. Married","1. White","4. College Grad","2. Information",139.00340805947
"156191",58,"2. Married","2. Black","3. Some College","1. Industrial",123.089699847943
"82514",35,"2. Married","1. White","4. College Grad","1. Industrial",141.77517233318
"378030",30,"2. Married","3. Asian","5. Advanced Degree","2. Information",154.072997206315
"86485",27,"2. Married","1. White","4. College Grad","1. Industrial",114.475713290347
"307771",34,"2. Married","1. White","5. Advanced Degree","2. Information",97.4932940453934
"85202",54,"2. Married","1. White","2. HS Grad","2. Information",141.77517233318
"233889",20,"1. Never Married","2. Black","2. HS Grad","2. Information",75.0431540173515
"7496",50,"2. Married","1. White","2. HS Grad","1. Industrial",89.4924795180001
"453337",42,"2. Married","1. White","5. Advanced Degree","2. Information",198.350290464385
"376076",45,"2. Married","2. Black","3. Some College","2. Information",65.2614390229193
"161341",44,"2. Married","1. White","1. < HS Grad","1. Industrial",81.2832532842527
"11390",67,"4. Divorced","1. White","4. College Grad","2. Information",76.8936025176112
"301389",26,"1. Never Married","2. Black","4. College Grad","1. Industrial",76.8936025176112
"87441",42,"2. Married","1. White","2. HS Grad","1. Industrial",104.921506533664
"12175",22,"1. Never Married","1. White","2. HS Grad","1. Industrial",81.2832532842527
"12033",43,"2. Married","1. White","3. Some College","1. Industrial",140.398200161944
"82301",34,"1. Never Married","1. White","2. HS Grad","2. Information",79.8549003093467
"83227",44,"4. Divorced","2. Black","2. HS Grad","2. Information",79.8549003093467
"158059",54,"2. Married","1. White","5. Advanced Degree","2. Information",124.720446242886
"375572",55,"2. Married","1. White","4. College Grad","2. Information",148.413159102577
"448806",30,"1. Never Married","3. Asian","5. Advanced Degree","1. Industrial",118.884359339886
"82280",48,"2. Married","1. White","5. Advanced Degree","2. Information",176.989650489877
"380151",30,"2. Married","3. Asian","5. Advanced Degree","2. Information",127.115743812184
"230950",38,"4. Divorced","1. White","3. Some College","1. Industrial",110.782650276254
"14546",25,"2. Married","1. White","3. Some College","1. Industrial",91.6992261117042
"450602",59,"3. Widowed","2. Black","2. HS Grad","2. Information",104.921506533664
"81692",38,"2. Married","1. White","5. Advanced Degree","2. Information",272.294783220064
"158659",40,"2. Married","1. White","4. College Grad","2. Information",268.266292012557
"306889",36,"2. Married","1. White","5. Advanced Degree","2. Information",163.515863976238
"379968",60,"2. Married","1. White","4. College Grad","1. Industrial",104.921506533664
"10750",40,"2. Married","3. Asian","4. College Grad","2. Information",123.089699847943
"155530",28,"2. Married","1. White","3. Some College","2. Information",118.884359339886
"86633",34,"2. Married","3. Asian","5. Advanced Degree","1. Industrial",148.413159102577
"378686",39,"2. Married","1. White","4. College Grad","1. Industrial",175.443549299129
"10144",26,"2. Married","1. White","2. HS Grad","1. Industrial",96.3706528322308
"87286",28,"1. Never Married","1. White","2. HS Grad","2. Information",96.9340904570115
"87895",27,"1. Never Married","1. White","4. College Grad","2. Information",99.6894636984864
"380780",58,"4. Divorced","1. White","3. Some College","1. Industrial",87.9810327856054
"86239",42,"2. Married","1. White","4. College Grad","1. Industrial",138.299126920883
"449495",51,"1. Never Married","1. White","4. College Grad","1. Industrial",99.6894636984864
"448715",50,"2. Married","2. Black","2. HS Grad","2. Information",133.232350826567
"448977",25,"1. Never Married","3. Asian","4. College Grad","2. Information",115.375038556391
"86190",62,"2. Married","1. White","3. Some College","2. Information",148.413159102577
"447347",39,"2. Married","1. White","4. College Grad","2. Information",144.47808766541
"155626",23,"1. Never Married","1. White","3. Some College","2. Information",90.4819133566401
"451819",32,"1. Never Married","1. White","4. College Grad","2. Information",123.089699847943
"155900",57,"2. Married","1. White","4. College Grad","2. Information",268.266292012557
"8505",40,"2. Married","2. Black","3. Some College","2. Information",78.3924668009837
"234613",57,"2. Married","1. White","3. Some College","2. Information",107.903923866876
"11832",31,"2. Married","3. Asian","5. Advanced Degree","1. Industrial",148.413159102577
"11081",28,"1. Never Married","1. White","3. Some College","1. Industrial",89.2428846644714
"301246",58,"2. Married","1. White","2. HS Grad","1. Industrial",130.982177377461
"375987",47,"2. Married","1. White","2. HS Grad","2. Information",87.9810327856054
"156259",41,"2. Married","1. White","4. College Grad","2. Information",70.4760196469445
"85655",53,"2. Married","1. White","2. HS Grad","1. Industrial",108.681308237349
"448836",27,"2. Married","1. White","4. College Grad","2. Information",80.5731997057359
"153902",19,"1. Never Married","2. Black","1. < HS Grad","2. Information",65.1108537153447
"9743",44,"5. Separated","1. White","2. HS Grad","1. Industrial",118.884359339886
"230054",32,"1. Never Married","1. White","2. HS Grad","1. Industrial",73.7757432746946
"227962",31,"2. Married","1. White","2. HS Grad","1. Industrial",66.2294082943902
"83739",42,"2. Married","1. White","3. Some College","1. Industrial",272.294783220064
"157490",50,"2. Married","1. White","5. Advanced Degree","2. Information",134.705375118879
"82456",52,"2. Married","1. White","4. College Grad","2. Information",46.7632687977187
"159012",20,"1. Never Married","1. White","2. HS Grad","1. Industrial",76.8936025176112
"88116",33,"4. Divorced","1. White","2. HS Grad","1. Industrial",81.2832532842527
"376549",26,"1. Never Married","1. White","4. College Grad","2. Information",99.6894636984864
"87170",40,"2. Married","3. Asian","5. Advanced Degree","1. Industrial",166.324941233877
"11435",29,"1. Never Married","1. White","2. HS Grad","1. Industrial",94.0727147457005
"85129",35,"1. Never Married","1. White","4. College Grad","2. Information",114.475713290347
"380753",39,"2. Married","2. Black","2. HS Grad","1. Industrial",99.6894636984864
"153467",42,"2. Married","3. Asian","3. Some College","1. Industrial",103.90247060316
"231484",44,"2. Married","1. White","4. College Grad","1. Industrial",108.874525834712
"379211",45,"4. Divorced","1. White","1. < HS Grad","1. Industrial",107.903923866876
"156236",42,"2. Married","1. White","5. Advanced Degree","2. Information",141.77517233318
"450978",52,"4. Divorced","1. White","3. Some College","2. Information",160.642475408263
"84773",27,"4. Divorced","1. White","3. Some College","2. Information",112.186122875854
"449829",46,"2. Married","1. White","3. Some College","2. Information",169.073540049428
"12507",52,"2. Married","1. White","2. HS Grad","1. Industrial",81.2832532842527
"154311",19,"1. Never Married","1. White","1. < HS Grad","1. Industrial",54.5981500331442
"154975",64,"2. Married","1. White","4. College Grad","2. Information",107.903923866876
"307420",38,"2. Married","1. White","5. Advanced Degree","2. Information",136.876367635184
"228741",45,"5. Separated","2. Black","2. HS Grad","2. Information",65.1108537153447
"376605",53,"2. Married","1. White","3. Some College","2. Information",179.528092196451
"304583",28,"2. Married","1. White","2. HS Grad","1. Industrial",66.2294082943902
"159573",39,"2. Married","1. White","1. < HS Grad","1. Industrial",104.921506533664
"375743",52,"2. Married","1. White","5. Advanced Degree","2. Information",176.989650489877
"449387",41,"2. Married","1. White","1. < HS Grad","1. Industrial",114.475713290347
"157200",47,"2. Married","1. White","2. HS Grad","1. Industrial",127.115743812184
"230665",31,"1. Never Married","1. White","2. HS Grad","1. Industrial",94.0727147457005
"302409",45,"2. Married","1. White","4. College Grad","2. Information",99.6894636984864
"83416",56,"3. Widowed","1. White","4. College Grad","1. Industrial",87.9810327856054
"83964",47,"2. Married","1. White","2. HS Grad","2. Information",136.15771083723
"232794",49,"2. Married","1. White","2. HS Grad","1. Industrial",87.9810327856054
"447864",28,"1. Never Married","1. White","2. HS Grad","1. Industrial",97.4932940453934
"452049",19,"1. Never Married","1. White","3. Some College","1. Industrial",43.7351116779821
"80604",57,"2. Married","1. White","4. College Grad","2. Information",272.294783220064
"161272",39,"2. Married","1. White","2. HS Grad","2. Information",109.833985642199
"87121",45,"1. Never Married","2. Black","2. HS Grad","2. Information",66.9616443217359
"377133",51,"2. Married","1. White","2. HS Grad","1. Industrial",118.884359339886
"449641",46,"2. Married","1. White","5. Advanced Degree","2. Information",74.4383046681824
"156429",45,"4. Divorced","1. White","4. College Grad","2. Information",143.134940811134
"12311",40,"2. Married","1. White","2. HS Grad","1. Industrial",87.9810327856054
"379397",48,"2. Married","1. White","4. College Grad","2. Information",128.680488220624
"84236",47,"2. Married","1. White","3. Some College","2. Information",121.430313822622
"451645",45,"2. Married","1. White","2. HS Grad","2. Information",98.5993438603892
"307325",57,"4. Divorced","1. White","3. Some College","2. Information",109.833985642199
"11919",77,"2. Married","1. White","2. HS Grad","2. Information",99.6894636984864
"11403",48,"2. Married","3. Asian","4. College Grad","2. Information",160.642475408263
"88019",56,"2. Married","1. White","5. Advanced Degree","2. Information",118.884359339886
"155528",44,"1. Never Married","1. White","2. HS Grad","1. Industrial",110.782650276254
"301789",49,"2. Married","2. Black","3. Some College","2. Information",87.9810327856054
"8841",46,"2. Married","1. White","3. Some College","2. Information",127.036846683616
"85602",39,"2. Married","1. White","4. College Grad","2. Information",123.089699847943
"304529",26,"2. Married","1. White","2. HS Grad","2. Information",73.7757432746946
"157296",61,"2. Married","1. White","3. Some College","2. Information",99.6894636984864
"229223",35,"2. Married","1. White","1. < HS Grad","2. Information",65.1108537153447
"380392",61,"2. Married","1. White","2. HS Grad","1. Industrial",141.77517233318
"158726",38,"2. Married","1. White","2. HS Grad","1. Industrial",134.705375118879
"377495",18,"1. Never Married","1. White","2. HS Grad","1. Industrial",76.8936025176112
"230878",45,"2. Married","1. White","2. HS Grad","1. Industrial",101.402052302992
"85888",22,"1. Never Married","1. White","3. Some College","1. Industrial",95.2307125669819
"153559",25,"1. Never Married","1. White","3. Some College","1. Industrial",99.6894636984864
"304567",35,"2. Married","1. White","4. College Grad","2. Information",118.884359339886
"83140",41,"2. Married","1. White","3. Some College","1. Industrial",127.115743812184
"378923",49,"2. Married","1. White","2. HS Grad","2. Information",118.884359339886
"87254",36,"2. Married","1. White","2. HS Grad","1. Industrial",128.680488220624
"9513",66,"1. Never Married","2. Black","2. HS Grad","2. Information",92.8958447894966
"156960",23,"1. Never Married","1. White","1. < HS Grad","2. Information",68.7480877337669
"80462",28,"2. Married","1. White","5. Advanced Degree","2. Information",99.6894636984864
"306048",20,"1. Never Married","1. White","2. HS Grad","1. Industrial",43.7351116779821
"448446",37,"2. Married","1. White","4. College Grad","2. Information",189.244162932803
"448106",58,"2. Married","1. White","2. HS Grad","2. Information",32.3664131748549
"86335",45,"2. Married","1. White","5. Advanced Degree","1. Industrial",154.68529299563
"230002",64,"2. Married","1. White","3. Some College","2. Information",114.475713290347
"305589",52,"4. Divorced","1. White","3. Some College","2. Information",101.82435207568
"8755",42,"2. Married","1. White","4. College Grad","2. Information",123.089699847943
"13308",32,"2. Married","1. White","2. HS Grad","1. Industrial",118.884359339886
"448287",40,"5. Separated","1. White","1. < HS Grad","1. Industrial",75.0431540173515
"10187",55,"2. Married","1. White","4. College Grad","2. Information",160.642475408263
"80524",46,"2. Married","1. White","4. College Grad","2. Information",104.921506533664
